Block,Block Time,Transaction,Side,Account,Amount Base,Amount Quote,Volume Buy,Volume Sell,Internal Realized PnLs,External Realized PnLs,Unrealized PnLs,Open Interest,Prices
18729485,2023-12-06T19:54:23Z,0x8d26178185df6f0a80fa4777b70691ee692944c4f864b1b6c47a76fe07d906a5,Buy,0x0219ab3584db4b71fc90a8f861b86f2a384a7ec0,3406334.56302279,0.495,3406334.56302279,0,0,0,45.25873255547552,722347273.1744559,0.00000014531749328836794
18729485,2023-12-06T19:54:23Z,0x48a50a3a85c26c0fb7c623278767864056f0d32a1e79ca38bbbfd46736cbfe05,Buy,0x65cf3778363bd46785f43cfdbe7c0a01778958b5,4113017.567854881,0.495,4113017.567854881,0,0,0,27.223239570037247,726460290.7423108,0.00000012034959536002278
18729485,2023-12-06T19:54:23Z,0x6b4c167d1abfdddf8b270cee41c66479e5109e8b07ad518b625f93fca16d29cc,Buy,0xaf50afe73c026c9fa06dc26306d73a25d5766793,500000,0.07804817342433919,500000,0,0,0,53.191835049579126,726960290.7423108,0.00000015609634684867837
18729485,2023-12-06T19:54:23Z,0x0566d7941d76b255e3964e3c9877bd853b1f61f7853fc678a615041411aae220,Buy,0xa16451311145495295bb3091b7cf410fd4997c7b,1916470.008271863,0.297,1916470.008271863,0,0,0,52.374786742592164,728876760.7505826,0.00000015497242258845135
18729485,2023-12-06T19:54:23Z,0xe6503007d96a8698d20fd34c47e821a88bfc95f098518fe62989e58908ab51a9,Buy,0xbed95535b05401c4b909f3b74650432257e4c63f,1615659.944241414,0.2475,1615659.944241414,0,0,0,51.07429091636906,730492420.694824,0.00000015318817606523407
18729485,2023-12-06T19:54:23Z,0x56e5d87823a92076c65b16eac3603232e38117e9a32b7314c2c0575032857e0e,Buy,0xc0cc7cf571d3d3baaa156672cc4c611f2e8ed98a,659652.847710166,0.099,659652.847710166,0,0,0,48.80301736788356,731152073.5425341,0.0000001500789397690859
18729485,2023-12-06T19:54:23Z,0x55db243ce0492bc9ec8422f463247fdab260ea9891520ae500c7d83fa38cea5a,Buy,0x9bad1f0e80472368f256b7220be63c6ab90dfc70,79130479.41801682,7.4544850645023315,79130479.41801682,0,0,0,7.9506542876006305,810282552.960551,0.00000009420497789635604
18729485,2023-12-06T19:54:23Z,0x6edea559fa9df6be5b1c39f59c52e140c102e03809cbe2e353602ddf60632fc3,Buy,0xa09b5a000be35bbb21053d0f6b07eba4780146c0,174597602.8932509,19.8,174597602.8932509,0,0,0,23.506978043560473,984880155.853802,0.00000011340361878911782
18729485,2023-12-06T19:54:23Z,0xc961d314608633395255f223b0a2becb7050c6741d539893434b3e664a6fe483,Buy,0xc02d4412e84520808aae05ba5498c0fde1b5d43e,6516018.594673573,0.99,6516018.594673573,0,0,0,61.454065048383384,991396174.4484755,0.00000015193326808632214
18729485,2023-12-06T19:54:23Z,0xe377c35159f412c2e3ccbf6dfc58b3f2e80163df817b3e5b4bc18ab73899ff65,Buy,0x1736341277098cec2941310570991188218ca32d,2046168.480294281,0.297,2046168.480294281,0,0,0,54.72850254292582,993442342.9287697,0.00000014514933782837144
18729485,2023-12-06T19:54:23Z,0xaa75bb908255ca5c168b5c70b643a9c6f27cb2db1d31c5f608fc4003d067ee4c,Buy,0x96cd0764a5210c92e3c8f51df6666f61f7b6a4cb,2321647.895001991,0.35145,2321647.895001991,0,0,0,60.91785329851101,995763990.8237717,0.00000015137954414043415
18729485,2023-12-06T19:54:23Z,0xbf474d1b936911d0eb2917ab872cc5bbddd8453d69d58b1ee8e4783596ca900c,Buy,0x23c1124f1b41afc48ddf14d381fa0edf13bb9ed1,1929285.644939382,0.3,1929285.644939382,0,0,0,65.01883277765012,997693276.4687111,0.00000015549796930636777
18729485,2023-12-06T19:54:23Z,0x11e629e7a15a68e79557a6945838d1d42b6709814cf7243a252582e8f9ca0b3f,Buy,0x0e32d10aaf0ab37ac85ccfcf3beac785e06d023d,49858283.7327595,6.93,49858283.7327595,0,0,0,48.552887758393666,1047551560.2014706,0.0000001389939540868437
18729485,2023-12-06T19:54:23Z,0xf54577e781d043b6eb3a21cdd8101d6e1d6653faf88325b44325114067adf4e1,Buy,0x44c06b0495a6b1dc157f913028ce65e8b4db7830,126896585.6428413,13.86,126896585.6428413,0,0,0,17.366065590292354,1174448145.844312,0.00000010922279689234407
18729486,2023-12-06T19:54:35Z,0x0921cbfd2420559c86ac8490295cda01867bdcb443daf4410efd449a9484a3ba,Buy,0x40eadf38a58a643958954cc9c2f6f4d06be409a0,3176551.818771471,0.4975,3176551.818771471,0,0,0,73.02735411567724,1177624697.663083,0.00000015661636528643433
18729486,2023-12-06T19:54:35Z,0xee614eb451e8060ad59cd033496a4b6dfcaed3db648a86b2edc7c70918f7e2c2,Buy,0x116d1edd539e5e93551973eb2a71898c9095122f,320365.719727204,0.05,320365.719727204,0,0,0,72.38586011686034,1177945063.3828104,0.00000015607162976917667
18729486,2023-12-06T19:54:35Z,0x392221b9dcb8e10bc988e9e7d95a988a07f7f0c78f8b3f2481a2fe3733962386,Buy,0xb60b0ada4c9ac97cffc84c46d49a0f423c7d181a,6296181.170569535,1,6296181.170569535,0,0,0,75.63086757377847,1184241244.5533798,0.0000001588264335013636
18729486,2023-12-06T19:54:35Z,0x06d0b736b4814d425dbb23096d81505aa357a81870606f73cede21898679e93e,Buy,0x560aba49f9e798c46f049ca15b2841c6a20c8738,3158782.21692239,0.4975,3158782.21692239,0,0,0,74.05697641044617,1187400026.7703023,0.00000015749740432713832
18729486,2023-12-06T19:54:35Z,0xcfe223915f184db96f7025e57fef66f93033cd583dc442707ffd406e72574c7f,Buy,0xda1effb8b6374c116148e47e6d782748fc310721,224510.108978255,0.0350565212736918,224510.108978255,0,0,0,72.45319575240977,1187624536.8792806,0.00000015614673848422214
18729487,2023-12-06T19:54:47Z,0xa5f3f04260271632cf3872f2c442a2c565f217955636a4e15a868e0eebff67c9,Sell,0xaf50afe73c026c9fa06dc26306d73a25d5766793,403750,0.069817415020314,0,403750,0.04442520494955832,0,92.3319460797931,1187220786.8792806,0.00000017292239014319256
18729487,2023-12-06T19:54:47Z,0xa5f3f04260271632cf3872f2c442a2c565f217955636a4e15a868e0eebff67c9,Buy,0xaf50afe73c026c9fa06dc26306d73a25d5766793,500000,0.08697429885023635,500000,0,0,0,93.5502810234487,1187720786.8792806,0.0000001739485977004727
18729487,2023-12-06T19:54:47Z,0x57f1b616ae2bc801410a29b2611853a8addd31e4f3441968fa0c50fa354187c5,Buy,0x47b4c9212f9e2b2087fd42c7a8c75b7f61e4c8e3,29490965.355864648,4.975,29490965.355864648,0,0,0,87.31134371980583,1217211752.235145,0.00000016869573240370914
18729487,2023-12-06T19:54:47Z,0x32955c2eb4bad61e6665523f31528bb05bebfd7c628346dcc824b3e86f3d5c6a,Buy,0x1831322f48dbd8a9323b72d304d6018cf37dd40e,6127049.550252116,0.995,6127049.550252116,0,0,0,79.64157880701576,1223338801.7853973,0.00000016239463902475828
18729487,2023-12-06T19:54:47Z,0x3caae4e656624734ac446d07c08c97704887e70c4d5aa482f8a9771f900a7554,Buy,0xcf51d13ad2411000e0dd60c6f42e13236df57b75,286213.516964848,0.04975,286213.516964848,0,0,0,93.62023263263728,1223625015.3023622,0.0000001738212804467588
18729487,2023-12-06T19:54:47Z,0x70ee8d5899b61f661aa6b7960b3df237649eac1c8166a1cd63f2c1cfeb3c2148,Buy,0xc68bff79073939c96c8edb1c539b5362be1f64d1,1146875.276302258,0.199,1146875.276302258,0,0,0,93.24539239470921,1224771890.5786643,0.00000017351494457323512
18729487,2023-12-06T19:54:47Z,0x7cd10df38b67d368d4e5d6470845c87b2c25d6251803463693b76801954e4304,Buy,0x54d54d9f71df7ea560265eada25aca60116be059,230232.116222068,0.04,230232.116222068,0,0,0,93.51822581831887,1225002122.6948864,0.00000017373770721639208
18729487,2023-12-06T19:54:47Z,0xf5fa98fea407c4c9ad717b130032c06b7a8ede44ddf947429ef4563593c10d2f,Buy,0x1bb79ee6556f6ce5c0aa7e942e12ccb2802b38a2,3053527.028717048,0.5,3053527.028717048,0,0,0,81.27722519470554,1228055649.7236035,0.00000016374507096145702
18729487,2023-12-06T19:54:47Z,0x11e8569601f4a27f5011b75f88e3891cb69b5031d4f6b15a06c80f413a80d143,Buy,0xfaded2a7f85593866e67e73e83ef16beda2c6cac,6195214.489911086,0.995,6195214.489911086,0,0,0,77.42452750688128,1234250864.2135146,0.00000016060783716534088
18729488,2023-12-06T19:54:59Z,0xe26f41e6e5deb629468b848c3a48b2ed24720ed8d818594eef6b784e3da88627,Buy,0x98bddc5c2fe4251865101b2550f6eb0781c3e69f,2793809.880155146,0.4975,2793809.880155146,0,0,0,98.97998909084544,1237044674.09367,0.00000017807224590829092
18729488,2023-12-06T19:54:59Z,0xd56d71904bea5d41366053dde90111446f1bb1298b55eb3a25cb55aa8833d6be,Buy,0xe7ec9c84c7aebddb5f54fc445993bedbdca95f6d,559794.914505621,0.1,559794.914505621,0,0,0,99.67842919249664,1237604469.0081756,0.0000001786368496904162
18729488,2023-12-06T19:54:59Z,0xba94e508faae44f5e977bc89f60cb867d247e7a13ab6988b56677619be34e76b,Buy,0x00000012616b0cb849db9a897bc338b709bc56e5,5692440.352584206,0.995,5692440.352584206,0,0,0,94.92154050083266,1243296909.3607597,0.00000017479322370910717
18729488,2023-12-06T19:54:59Z,0xcbae3ad3cc63b3d6fa0d26ed12fe5b020bda9dbff903fd7d3ad28224102b62dc,Buy,0x820ecb05ff888614b339192e52ed92f1c8cdad7a,5660539.446181774,1,5660539.446181774,0,0,0,97.24449675927308,1248957448.8069415,0.00000017666160787458762
18729488,2023-12-06T19:54:59Z,0xf3f83963e6c8349ca9cabc49073503558a643fea43fbbdbdf8ff609fdb0ed58b,Buy,0x4dabd141d52b60194348289adb95b8c787be1374,2790132.153764602,0.5,2790132.153764602,0,0,0,100.4185639505344,1251747580.960706,0.00000017920298123706152
18729489,2023-12-06T19:55:11Z,0x5cab0487b3c8a9354dec0d7b9ec2c7fb1c232c07f7c533462aa54e4a10821227,Buy,0xadd41d4320b0e5f428b7f94856ba30350ca9f183,5284846.173814409,0.995,5284846.173814409,0,0,0,111.77339615709913,1257032427.1345203,0.00000018827416490002494
18729489,2023-12-06T19:55:11Z,0x8cbf16c7c3ac1a04e6c041ef9f9d1b397301619d69a122c47e4dd0d7388e0055,Buy,0xc20ad58241d4abc84397a8a2d9f11d589c0c5a3c,5339412.663932355,0.995,5339412.663932355,0,0,0,109.35476444190566,1262371839.7984526,0.00000018635008429320489
18729489,2023-12-06T19:55:11Z,0xfd81d1dbb6b3addfa6775f46080a99d7b547a535ae764b32758a35f17ff1f852,Buy,0x000fe37e319db98f15e7bbf80ee5cc93880168ba,13805355.712882807,2.5,13805355.712882807,0,0,0,102.71349711526346,1276177195.5113354,0.0000001810891404751754
18729489,2023-12-06T19:55:11Z,0x5ba625665741ed9afdcba5d168b14c53e9bf4b70beac8670dc6763a908f5b93f,Buy,0x0219ab3584db4b71fc90a8f861b86f2a384a7ec0,5394829.077131126,0.995,5394829.077131126,0,0,0,106.9845183528265,1281572024.5884664,0.00000018443587104878646
18729489,2023-12-06T19:55:11Z,0x0e8117a7d2a70d820a4e726a89aedf730bac9071c9973f661a12bf9ad2317a30,Buy,0x5ee0baacc488b28e7b2d1544f33501d1128143b5,528151.452783439,0.1,528151.452783439,0,0,0,113.26903705313194,1282100176.04125,0.00000018933962876175896
18729490,2023-12-06T19:55:23Z,0xe1736fde9d8e59f4b24f2de5bf4dd6a08093891126ce7be1797c274526cd093c,Sell,0x1831322f48dbd8a9323b72d304d6018cf37dd40e,4947592.511828585,0.9272015885676259,0,4947592.511828585,0.12373908856762583,0,110.66439541518218,1277152583.5294213,0.00000018740459857009137
18729490,2023-12-06T19:55:23Z,0x18906188156f43db7d5c742e49745ec1f1d5a0f5cd5ec4535959d5a2594d1bbc,Buy,0x471c82d49a86843d612aa88b099c38986c997a5c,5275877.61285232,0.995,5275877.61285232,0,0,0,112.18371787894965,1282428461.1422737,0.00000018859421560047692
18729490,2023-12-06T19:55:23Z,0x58f7eb598ff920678ff8fac1451bd461d760f6b27d7c4d0279972b5022c913a2,Buy,0xd469f3b1ed111a7350d15628941e17e2f9f92cfc,2617778.872700224,0.4975,2617778.872700224,0,0,0,114.04630955546773,1285046240.0149739,0.00000019004660981423214
18729490,2023-12-06T19:55:23Z,0x0f4142437eb6a5f963042b767c6f95731c34cb1614213278ae6a8398b6e15220,Buy,0x5c4ba5522e45d356edf41168b1ca4eb6c8a0eab5,524576.881738668,0.1,524576.881738668,0,0,0,114.79577008281682,1285570816.8967125,0.00000019062982659197262
18729490,2023-12-06T19:55:23Z,0x090c72bba3aefc49f2086f7c8cf940fc867b19086ae6d443f1bb969cc2ce0c95,Buy,0xd87a7d9e1ce7f8aaf5bd42a72fc071c0e88ab8ca,104850.918245393,0.02,104850.918245393,0,0,0,114.94642806116494,1285675667.8149579,0.00000019074701809660855
18729491,2023-12-06T19:55:35Z,0xf4379f5b3b605c71ee0b22976872fe416ad38f42819955a193d82a4881ece821,Sell,0xc20ad58241d4abc84397a8a2d9f11d589c0c5a3c,4311575.726125378,0.8141671513279849,0,4311575.726125378,0.010704651327984593,0,112.47472972148218,1281364092.0888326,0.00000018883285440045855
18729491,2023-12-06T19:55:35Z,0xdadc7fc616b29578d7ab6a4ebe613ea8fcc272a060cbf5b7bd10d6749d4744ae,Sell,0xaf50afe73c026c9fa06dc26306d73a25d5766793,40375000,7.306876465040807,0,40375000,4.6068036470975935,0,97.79949763050965,1240989092.0888326,0.00000018097526848398283
18729491,2023-12-06T19:55:35Z,0x791737b9b665271f6fc4c69dbe7d38fab406b4cbd4001cd187cc1e98cffc3431,Buy,0xb787e9eecb01b47859af4aab6d139587a92ae5ed,54189019.8749502,10,54189019.8749502,0,0,0,102.22233494663257,1295178111.9637828,0.00000018453922995980725
18729492,2023-12-06T19:55:47Z,0x8f4aa7b4795cd61a8eb24e6ae84f00a8d3659c5afa5524bb95c9690dd564654b,Buy,0x4dabd141d52b60194348289adb95b8c787be1374,2511848.423764947,0.5,2511848.423764947,0,0,0,121.02491128235303,1297689960.3875477,0.0000001990565972331095
18729492,2023-12-06T19:55:47Z,0x623294245971030ef2f64a8bd189c1a3612a902a521bdad5584020cf337efdcc,Buy,0x2b8ff17d04260d38d1549f18460ac90d160d69b6,751105.317331924,0.15,751105.317331924,0,0,0,121.8672226697234,1298441065.7048795,0.00000019970568246385198
18729492,2023-12-06T19:55:47Z,0x14a9482b7cf06ef6b74fa6396dca56f619b557d540c9d54581d6ffadea4f1d9f,Buy,0x4883f96139d80d2cb5ab10c4834c1a02fa3f3246,511567.526128093,0.0995,511567.526128093,0,0,0,115.10824563701647,1298952633.2310076,0.00000019450022708260393
18729492,2023-12-06T19:55:47Z,0xebf2ceb5ce4b68000412ec801a812017cc4842e1e7798fb6187d78ccc085e1bf,Buy,0x4cbef678abe7c7aee5c4b6b1e3bce5b880beb77b,10174693.512510618,2,10174693.512510618,0,0,0,117.79173936997832,1309127326.743518,0.0000001965661174502049
18729493,2023-12-06T19:55:59Z,0xed3b72cee70b51d4dd8cabc1cba057ef4120574917f35d2e1aea3ab11650a0f1,Sell,0xcf51d13ad2411000e0dd60c6f42e13236df57b75,231117.414949116,0.04652063767307232,0,231117.414949116,0.006347512673072098,0,123.96396612385976,1308896209.328569,0.00000020128573038649874
18729493,2023-12-06T19:55:59Z,0xe541c37038dd54f8f3f6527aa4eae6d5d5ef732ffb56f0f7d43ceaaff6f963dd,Buy,0x3597c57789289cd6d0621e82684a3d1a5a50bc8f,493699.687774,0.1,493699.687774,0,0,0,125.62175502115693,1309389909.016343,0.00000020255228527869118
18729493,2023-12-06T19:55:59Z,0xbbf43da85c12157b7467f086560378248ddfdcdcff12203850843136d0ce3746,Buy,0x96cd0764a5210c92e3c8f51df6666f61f7b6a4cb,2462324.131187592,0.4975,2462324.131187592,0,0,0,124.95737238681386,1311852233.1475306,0.0000002020448866575714
18729493,2023-12-06T19:55:59Z,0xac6f04bcac16b67c2117c16dc392b1e022114bef9580776054638a85776b9e63,Buy,0x6dca37de0db7bcf999c675e673519fce1697103f,4961417.013064865,0.995,4961417.013064865,0,0,0,122.9930809423218,1316813650.1605954,0.00000020054754465909102
18729494,2023-12-06T19:56:11Z,0xc487d33ea0346a1cb1935f6b37a3883a912786ea22bd36ea105330185bef19db,Sell,0x13647a2bee57b3a3b97571fab8ee7f42e8e5133d,261042.65,0.052830221587139,0,261042.65,0.012455331404601533,0,125.39569644126566,1316552607.5105953,0.00000020238157093156617
18729494,2023-12-06T19:56:11Z,0xf08e5e44f38b6be74823ff9b67b90de9891f41dd1dcbbd48e81f5cc002bd24c9,Buy,0x5fc9678643004992e120fe8e4903b9052d455950,2448899.679861789,0.4975,2448899.679861789,0,0,0,126.4106155418345,1319001507.190457,0.00000020315246234507977
18729495,2023-12-06T19:56:23Z,0xa0e73b89309155cbdd1e42f2563124b5c873f2e1313ea87703e2990cec111706,Buy,0xbf38e67701543a2d1ddd0c2fc1c03c49a84c5ae7,2459508.849526549,0.4975,2459508.849526549,0,0,0,125.25476844174315,1321461016.0399837,0.00000020227615773603247
18729495,2023-12-06T19:56:23Z,0x5af135c31bcb52c786904b19630b7c52c44c5324a4b625787c6fdb51c35cae8f,Buy,0xdb6ea68095b89d0a6578af20b23b95b4a6175127,1968707.474389084,0.4,1968707.474389084,0,0,0,126.44782859849747,1323429723.5143728,0.0000002031789919038761
18729495,2023-12-06T19:56:23Z,0x063eaa3f2e37a64eab009545475322a2e06603a51579ce9204f991fb64cb7aa2,Sell,0x0219ab3584db4b71fc90a8f861b86f2a384a7ec0,4356324.479783385,0.8775731241662456,0,4356324.479783385,0.20736090638094107,0,123.94970369025167,1319073399.0345895,0.00000020144806206214514
18729495,2023-12-06T19:56:23Z,0xce833212c159297a9ce23d34ef9c19406f4a26ca193e934b840785005e92fa02,Buy,0x15173c81ddd88f7def160e470595cbe271b48639,736255.41884677,0.15,736255.41884677,0,0,0,126.96455510720055,1319809654.4534361,0.00000020373364481982593
18729496,2023-12-06T19:56:35Z,0x1faf14a85b308087d2d1b92ff2ba9fd4c4308f402bf90c273872962622019c4f,Buy,0x9b228b4f71b3bc7e4b478251f218060d7b70dc25,2500000,0.5109993204412288,2500000,0,0,0,127.84365835199851,1322309654.4534361,0.00000020439972817649151
18729498,2023-12-06T19:56:59Z,0x561a5948b4e447306ae1d44c2411b06f1ba721c2ef3efc3892cc35d3dfa74319,Sell,0x820ecb05ff888614b339192e52ed92f1c8cdad7a,4570885.2,0.9267775155729867,0,4570885.2,0.11927758673083066,0,125.55176454360515,1317738769.253436,0.00000020275668169766912
18729498,2023-12-06T19:56:59Z,0xf47c88224e84408dcc733b9f101e0407ecab9290c99b33a4e70dd1deb2a50f3e,Sell,0x1bb79ee6556f6ce5c0aa7e942e12ccb2802b38a2,2465722.5,0.49641897072716035,0,2465722.5,0.09266906499339922,0,123.57646153895175,1315273046.753436,0.00000020132799645019274
18729499,2023-12-06T19:57:11Z,0xc2c24a594a62091fd1580b83475184d51ab1a0a516b3363d8a4ee61b544ae886,Sell,0x000fe37e319db98f15e7bbf80ee5cc93880168ba,5573911.975,1.1132095115472695,0,5573911.975,0.10383458291023229,0,121.3547965464111,1309699134.7784362,0.0000001997178133670239
18729499,2023-12-06T19:57:11Z,0x2bcc0e50381d5cd4c276a88905263a5a044beb0248cf212590d40e82eff38990,Sell,0xbf38e67701543a2d1ddd0c2fc1c03c49a84c5ae7,1986053.395992689,0.39366925158556737,0,1986053.395992689,-0.00806199841443278,0,119.39705042983049,1307713081.3824434,0.00000019821685176233627
18729500,2023-12-06T19:57:23Z,0x89154b450fe4201a6083408466af5fcdc9ccc2e1e6adc34b4f6e29ab804dcadc,Sell,0x00000012616b0cb849db9a897bc338b709bc56e5,4596645.584711747,0.9052051101524617,0,4596645.584711747,0.10174261015246155,0,117.60897429515288,1303116435.7977319,0.00000019692732308166992
18729500,2023-12-06T19:57:23Z,0xcbe4d9da8788a5d8b22cf81daec4f084bb53e1c3452e9085f0094b92f772951b,Sell,0x5ee0baacc488b28e7b2d1544f33501d1128143b5,426482.298122627,0.08356849566442308,0,426482.298122627,0.0028184956644230624,0,116.33041862971447,1302689953.4996092,0.00000019594833368768455
18729501,2023-12-06T19:57:35Z,0x5de139b09ee4e3335280f1a8a06555904604afa4ce646abbbd5afa013ab5eefb,Sell,0x000fe37e319db98f15e7bbf80ee5cc93880168ba,5573912.763152867,1.0857647136973665,0,5573912.763152867,0.07638964233440393,0,114.75027861694115,1297116040.7364564,0.00000019479399119321828
18729501,2023-12-06T19:57:35Z,0x1f1ab589e9a2b2b4c38bb5ab027a75abbf0a5e13004cdc089a387f0dd590a143,Sell,0xfaded2a7f85593866e67e73e83ef16beda2c6cac,5002635.700603203,0.9644003118216969,0,5002635.700603203,0.16093781182169686,0,111.97493846598282,1292113405.0358531,0.00000019277844111363386
18729501,2023-12-06T19:57:35Z,0x07fb751d4b189c76abe7cac9678a2be5195f7dd8e2eabc995c35ab163a293d2e,Sell,0xaf50afe73c026c9fa06dc26306d73a25d5766793,36337500,6.731826539444687,0,36337500,4.301761003295795,0,97.95641124514819,1255775905.0358531,0.0000001852583842984434
18729501,2023-12-06T19:57:35Z,0xc7d68e9bc60b6e49a68592793abb68af64cc73a5d81c5bdd788d1a7c17ca651a,Sell,0xe7ec9c84c7aebddb5f54fc445993bedbdca95f6d,452034.393463289,0.08082999547927094,0,452034.393463289,0.00007999547927092787,0,89.86339938689387,1255323870.6423898,0.00000017881381737346802
18729503,2023-12-06T19:57:59Z,0x48597b8cfe3649386906bdfd21e6cc1e5560f3a07e692c4b2b7ccbf0a6cbabf2,Buy,0xf01b0611b6bdfb87e6790f8e4193027f7127f55d,5504672.671038371,0.995,5504672.671038371,0,0,0,92.30087163802726,1260828543.3134282,0.00000018075552525311351
18729503,2023-12-06T19:57:59Z,0x1ac61cf7a59fbf03e1366cd2d49e7eccb897c4b44e0a164a94736743bd81e075,Buy,0x8ba983344a53a635452e14352663425f81387480,5447578.54461552,0.995,5447578.54461552,0,0,0,94.68942828330876,1266276121.8580437,0.00000018264995939957122
