Txn Hash,Blockno,UnixTimestamp,DateTime (UTC),Action,Amount (Out),Token (Out),Amount (In),Token (In),Swapped Rate,Swapped Pair,DEX
0x9a200d12e6a4f9885249c725fdbe8020dda4dd2d96cf045847bec63ba67d0a47,18729484,1701892451,06/12/2023 19:54,Sell,403750, SYNC,0.020132967, ETH,0.00000005,ETH per SYNC,Uniswap V2
0x9a200d12e6a4f9885249c725fdbe8020dda4dd2d96cf045847bec63ba67d0a47,18729484,1701892451,06/12/2023 19:54,Buy,0.025081496, ETH,500000, SYNC,0.00000005,ETH per SYNC,Uniswap V2
0x9a200d12e6a4f9885249c725fdbe8020dda4dd2d96cf045847bec63ba67d0a47,18729484,1701892451,06/12/2023 19:54,Buy,33.43743428, ETH,500000000, SYNC,0.00000007,ETH per SYNC,Uniswap V2
0x55db243ce0492bc9ec8422f463247fdab260ea9891520ae500c7d83fa38cea5a,18729485,1701892463,06/12/2023 19:54,Buy,7.454485065, ETH,79130479.42, SYNC,0.00000009,ETH per SYNC,Uniswap V2
0xf54577e781d043b6eb3a21cdd8101d6e1d6653faf88325b44325114067adf4e1,18729485,1701892463,06/12/2023 19:54,Buy,13.86, ETH,126896585.6, SYNC,0.00000011,ETH per SYNC,Uniswap V2
0x48a50a3a85c26c0fb7c623278767864056f0d32a1e79ca38bbbfd46736cbfe05,18729485,1701892463,06/12/2023 19:54,Buy,0.495, ETH,4113017.568, SYNC,0.00000012,ETH per SYNC,Uniswap V2
0x3ce8d76d7ae51d93d3a13abf0879cb4ca3e7e5a4b1c7d17dffaf43c271099bc6,18729485,1701892463,06/12/2023 19:54,Buy,7.92, ETH,62423546.27, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x11e629e7a15a68e79557a6945838d1d42b6709814cf7243a252582e8f9ca0b3f,18729485,1701892463,06/12/2023 19:54,Buy,6.93, ETH,49858283.73, SYNC,0.00000014,ETH per SYNC,Uniswap V2
0x01a13225e5c038115e12fc9612d1f55bd84dff456d7ed96a179ec881b6c5d500,18729485,1701892463,06/12/2023 19:54,Buy,2.97, ETH,20146597.15, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x56e5d87823a92076c65b16eac3603232e38117e9a32b7314c2c0575032857e0e,18729485,1701892463,06/12/2023 19:54,Buy,0.099, ETH,659652.8477, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xf67991c17c9f2ca5b0d2a21d361e533ae079d2a8effd57d690298882e9e3f5d8,18729485,1701892463,06/12/2023 19:54,Buy,0.396, ETH,2631104.273, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xae240c633851d14c6a6e447cd1a4add02b20701bccd4b3818d487736718efcc9,18729485,1701892463,06/12/2023 19:54,Buy,0.0099, ETH,65623.80064, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x88ff79b2a57c61475763a54482b2c7a26afb7d3692a7dc745c104a40e2c09c10,18729485,1701892463,06/12/2023 19:54,Buy,0.1188, ETH,786903.7336, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xc961d314608633395255f223b0a2becb7050c6741d539893434b3e664a6fe483,18729485,1701892463,06/12/2023 19:54,Buy,0.99, ETH,6516018.595, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x4c2569a294ca661544444f7fa37b3b575bc76db287b402c89b3041d9a1080768,18729485,1701892463,06/12/2023 19:54,Buy,0.099, ETH,647543.1367, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xe6503007d96a8698d20fd34c47e821a88bfc95f098518fe62989e58908ab51a9,18729485,1701892463,06/12/2023 19:54,Buy,0.2475, ETH,1615659.944, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xe60e00b962b7ba8437c361a3fb5011bc7199a3ac25384640d1301cd4a846063a,18729485,1701892463,06/12/2023 19:54,Buy,0.2475, ETH,1611104.049, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x9012c704341dda8d91cca6c47c99579e18372a79789b9453f30af8e7b07b014c,18729485,1701892463,06/12/2023 19:54,Buy,0.2475, ETH,1606567.406, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xf72605c6179d2f150972f8f4a4856b37172b31dd5ff0dc5c5e7a4c8624ef9712,18729485,1701892463,06/12/2023 19:54,Buy,0.2, ETH,1294934.669, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x9257373bd92d19cde1179a294843f58a11a62b8ecd0519ba51f22bd1885cfffc,18729485,1701892463,06/12/2023 19:54,Buy,0.05, ETH,323273.5109, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x0566d7941d76b255e3964e3c9877bd853b1f61f7853fc678a615041411aae220,18729485,1701892463,06/12/2023 19:54,Buy,0.297, ETH,1916470.008, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0xbf474d1b936911d0eb2917ab872cc5bbddd8453d69d58b1ee8e4783596ca900c,18729485,1701892463,06/12/2023 19:54,Buy,0.3, ETH,1929285.645, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x644cae2c2cc33b7123a42238856f7d2ba1276968300e3b696f8889779e40db36,18729485,1701892463,06/12/2023 19:54,Buy,0.15, ETH,962186.1813, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0xee614eb451e8060ad59cd033496a4b6dfcaed3db648a86b2edc7c70918f7e2c2,18729486,1701892475,06/12/2023 19:54,Buy,0.05, ETH,320365.7197, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0xcfe223915f184db96f7025e57fef66f93033cd583dc442707ffd406e72574c7f,18729486,1701892475,06/12/2023 19:54,Buy,0.035056521, ETH,224510.109, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x0921cbfd2420559c86ac8490295cda01867bdcb443daf4410efd449a9484a3ba,18729486,1701892475,06/12/2023 19:54,Buy,0.4975, ETH,3176551.819, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x06d0b736b4814d425dbb23096d81505aa357a81870606f73cede21898679e93e,18729486,1701892475,06/12/2023 19:54,Buy,0.4975, ETH,3158782.217, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x392221b9dcb8e10bc988e9e7d95a988a07f7f0c78f8b3f2481a2fe3733962386,18729486,1701892475,06/12/2023 19:54,Buy,1, ETH,6296181.171, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x11e8569601f4a27f5011b75f88e3891cb69b5031d4f6b15a06c80f413a80d143,18729487,1701892487,06/12/2023 19:54,Buy,0.995, ETH,6195214.49, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x32955c2eb4bad61e6665523f31528bb05bebfd7c628346dcc824b3e86f3d5c6a,18729487,1701892487,06/12/2023 19:54,Buy,0.995, ETH,6127049.55, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0xf5fa98fea407c4c9ad717b130032c06b7a8ede44ddf947429ef4563593c10d2f,18729487,1701892487,06/12/2023 19:54,Buy,0.5, ETH,3053527.029, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x57f1b616ae2bc801410a29b2611853a8addd31e4f3441968fa0c50fa354187c5,18729487,1701892487,06/12/2023 19:54,Buy,4.975, ETH,29490965.36, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0x70ee8d5899b61f661aa6b7960b3df237649eac1c8166a1cd63f2c1cfeb3c2148,18729487,1701892487,06/12/2023 19:54,Buy,0.199, ETH,1146875.276, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0x7cd10df38b67d368d4e5d6470845c87b2c25d6251803463693b76801954e4304,18729487,1701892487,06/12/2023 19:54,Buy,0.04, ETH,230232.1162, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0x3caae4e656624734ac446d07c08c97704887e70c4d5aa482f8a9771f900a7554,18729487,1701892487,06/12/2023 19:54,Buy,0.04975, ETH,286213.517, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0xba94e508faae44f5e977bc89f60cb867d247e7a13ab6988b56677619be34e76b,18729488,1701892499,06/12/2023 19:54,Buy,0.995, ETH,5692440.353, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0xcbae3ad3cc63b3d6fa0d26ed12fe5b020bda9dbff903fd7d3ad28224102b62dc,18729488,1701892499,06/12/2023 19:54,Buy,1, ETH,5660539.446, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0xe26f41e6e5deb629468b848c3a48b2ed24720ed8d818594eef6b784e3da88627,18729488,1701892499,06/12/2023 19:54,Buy,0.4975, ETH,2793809.88, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0xd56d71904bea5d41366053dde90111446f1bb1298b55eb3a25cb55aa8833d6be,18729488,1701892499,06/12/2023 19:54,Buy,0.1, ETH,559794.9145, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0xfd81d1dbb6b3addfa6775f46080a99d7b547a535ae764b32758a35f17ff1f852,18729489,1701892511,06/12/2023 19:55,Buy,2.5, ETH,13805355.71, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0x5ba625665741ed9afdcba5d168b14c53e9bf4b70beac8670dc6763a908f5b93f,18729489,1701892511,06/12/2023 19:55,Buy,0.995, ETH,5394829.077, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0x8cbf16c7c3ac1a04e6c041ef9f9d1b397301619d69a122c47e4dd0d7388e0055,18729489,1701892511,06/12/2023 19:55,Buy,0.995, ETH,5339412.664, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0x5cab0487b3c8a9354dec0d7b9ec2c7fb1c232c07f7c533462aa54e4a10821227,18729489,1701892511,06/12/2023 19:55,Buy,0.995, ETH,5284846.174, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0x0e8117a7d2a70d820a4e726a89aedf730bac9071c9973f661a12bf9ad2317a30,18729489,1701892511,06/12/2023 19:55,Buy,0.1, ETH,528151.4528, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0xe1736fde9d8e59f4b24f2de5bf4dd6a08093891126ce7be1797c274526cd093c,18729490,1701892523,06/12/2023 19:55,Sell,4947592.512, SYNC,0.927201589, ETH,0.00000019,ETH per SYNC,Uniswap V2
0x18906188156f43db7d5c742e49745ec1f1d5a0f5cd5ec4535959d5a2594d1bbc,18729490,1701892523,06/12/2023 19:55,Buy,0.995, ETH,5275877.613, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0x58f7eb598ff920678ff8fac1451bd461d760f6b27d7c4d0279972b5022c913a2,18729490,1701892523,06/12/2023 19:55,Buy,0.4975, ETH,2617778.873, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0x0f4142437eb6a5f963042b767c6f95731c34cb1614213278ae6a8398b6e15220,18729490,1701892523,06/12/2023 19:55,Buy,0.1, ETH,524576.8817, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0x090c72bba3aefc49f2086f7c8cf940fc867b19086ae6d443f1bb969cc2ce0c95,18729490,1701892523,06/12/2023 19:55,Buy,0.02, ETH,104850.9182, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0xf4379f5b3b605c71ee0b22976872fe416ad38f42819955a193d82a4881ece821,18729491,1701892535,06/12/2023 19:55,Sell,4311575.726, SYNC,0.814167151, ETH,0.00000019,ETH per SYNC,Uniswap V2
0xdadc7fc616b29578d7ab6a4ebe613ea8fcc272a060cbf5b7bd10d6749d4744ae,18729491,1701892535,06/12/2023 19:55,Sell,40375000, SYNC,7.306876465, ETH,0.00000018,ETH per SYNC,Uniswap V2
0x791737b9b665271f6fc4c69dbe7d38fab406b4cbd4001cd187cc1e98cffc3431,18729491,1701892535,06/12/2023 19:55,Buy,10, ETH,54189019.87, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0x14a9482b7cf06ef6b74fa6396dca56f619b557d540c9d54581d6ffadea4f1d9f,18729492,1701892547,06/12/2023 19:55,Buy,0.0995, ETH,511567.5261, SYNC,0.00000019,ETH per SYNC,Uniswap V2
0xebf2ceb5ce4b68000412ec801a812017cc4842e1e7798fb6187d78ccc085e1bf,18729492,1701892547,06/12/2023 19:55,Buy,2, ETH,10174693.51, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0x8f4aa7b4795cd61a8eb24e6ae84f00a8d3659c5afa5524bb95c9690dd564654b,18729492,1701892547,06/12/2023 19:55,Buy,0.5, ETH,2511848.424, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0xed3b72cee70b51d4dd8cabc1cba057ef4120574917f35d2e1aea3ab11650a0f1,18729493,1701892559,06/12/2023 19:55,Sell,231117.4149, SYNC,0.046520638, ETH,0.0000002,ETH per SYNC,Uniswap V2
0xac6f04bcac16b67c2117c16dc392b1e022114bef9580776054638a85776b9e63,18729493,1701892559,06/12/2023 19:55,Buy,0.995, ETH,4961417.013, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0xbbf43da85c12157b7467f086560378248ddfdcdcff12203850843136d0ce3746,18729493,1701892559,06/12/2023 19:55,Buy,0.4975, ETH,2462324.131, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0xe541c37038dd54f8f3f6527aa4eae6d5d5ef732ffb56f0f7d43ceaaff6f963dd,18729493,1701892559,06/12/2023 19:55,Buy,0.1, ETH,493699.6878, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0xc487d33ea0346a1cb1935f6b37a3883a912786ea22bd36ea105330185bef19db,18729494,1701892571,06/12/2023 19:56,Sell,261042.65, SYNC,0.052830222, ETH,0.0000002,ETH per SYNC,Uniswap V2
0xf08e5e44f38b6be74823ff9b67b90de9891f41dd1dcbbd48e81f5cc002bd24c9,18729494,1701892571,06/12/2023 19:56,Buy,0.4975, ETH,2448899.68, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0x063eaa3f2e37a64eab009545475322a2e06603a51579ce9204f991fb64cb7aa2,18729495,1701892583,06/12/2023 19:56,Sell,4356324.48, SYNC,0.877573124, ETH,0.0000002,ETH per SYNC,Uniswap V2
0xa0e73b89309155cbdd1e42f2563124b5c873f2e1313ea87703e2990cec111706,18729495,1701892583,06/12/2023 19:56,Buy,0.4975, ETH,2459508.85, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0x5af135c31bcb52c786904b19630b7c52c44c5324a4b625787c6fdb51c35cae8f,18729495,1701892583,06/12/2023 19:56,Buy,0.4, ETH,1968707.474, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0xce833212c159297a9ce23d34ef9c19406f4a26ca193e934b840785005e92fa02,18729495,1701892583,06/12/2023 19:56,Buy,0.15, ETH,736255.4188, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0x1faf14a85b308087d2d1b92ff2ba9fd4c4308f402bf90c273872962622019c4f,18729496,1701892595,06/12/2023 19:56,Buy,0.51099932, ETH,2500000, SYNC,0.0000002,ETH per SYNC,Uniswap V2
0x561a5948b4e447306ae1d44c2411b06f1ba721c2ef3efc3892cc35d3dfa74319,18729498,1701892619,06/12/2023 19:56,Sell,4570885.2, SYNC,0.926777516, ETH,0.0000002,ETH per SYNC,Uniswap V2
0xf47c88224e84408dcc733b9f101e0407ecab9290c99b33a4e70dd1deb2a50f3e,18729498,1701892619,06/12/2023 19:56,Sell,2465722.5, SYNC,0.496418971, ETH,0.0000002,ETH per SYNC,Uniswap V2
0xc2c24a594a62091fd1580b83475184d51ab1a0a516b3363d8a4ee61b544ae886,18729499,1701892631,06/12/2023 19:57,Sell,5573911.975, SYNC,1.113209512, ETH,0.0000002,ETH per SYNC,Uniswap V2
0x2bcc0e50381d5cd4c276a88905263a5a044beb0248cf212590d40e82eff38990,18729499,1701892631,06/12/2023 19:57,Sell,1986053.396, SYNC,0.393669252, ETH,0.0000002,ETH per SYNC,Uniswap V2
0x89154b450fe4201a6083408466af5fcdc9ccc2e1e6adc34b4f6e29ab804dcadc,18729500,1701892643,06/12/2023 19:57,Sell,4596645.585, SYNC,0.90520511, ETH,0.0000002,ETH per SYNC,Uniswap V2
0xcbe4d9da8788a5d8b22cf81daec4f084bb53e1c3452e9085f0094b92f772951b,18729500,1701892643,06/12/2023 19:57,Sell,426482.2981, SYNC,0.083568496, ETH,0.0000002,ETH per SYNC,Uniswap V2
0x5de139b09ee4e3335280f1a8a06555904604afa4ce646abbbd5afa013ab5eefb,18729501,1701892655,06/12/2023 19:57,Sell,5573912.763, SYNC,1.085764714, ETH,0.00000019,ETH per SYNC,Uniswap V2
0x1f1ab589e9a2b2b4c38bb5ab027a75abbf0a5e13004cdc089a387f0dd590a143,18729501,1701892655,06/12/2023 19:57,Sell,5002635.701, SYNC,0.964400312, ETH,0.00000019,ETH per SYNC,Uniswap V2
0x07fb751d4b189c76abe7cac9678a2be5195f7dd8e2eabc995c35ab163a293d2e,18729501,1701892655,06/12/2023 19:57,Sell,36337500, SYNC,6.731826539, ETH,0.00000019,ETH per SYNC,Uniswap V2
0xc7d68e9bc60b6e49a68592793abb68af64cc73a5d81c5bdd788d1a7c17ca651a,18729501,1701892655,06/12/2023 19:57,Sell,452034.3935, SYNC,0.080829995, ETH,0.00000018,ETH per SYNC,Uniswap V2
0x2870b1d8811fd849fffbf06dfce93c560ddccb3dc897b5d288383a68ae53ad14,18729503,1701892679,06/12/2023 19:57,Sell,16268377.2, SYNC,2.95389526, ETH,0.00000018,ETH per SYNC,Uniswap V2
0x48597b8cfe3649386906bdfd21e6cc1e5560f3a07e692c4b2b7ccbf0a6cbabf2,18729503,1701892679,06/12/2023 19:57,Buy,0.995, ETH,5504672.671, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0x1ac61cf7a59fbf03e1366cd2d49e7eccb897c4b44e0a164a94736743bd81e075,18729503,1701892679,06/12/2023 19:57,Buy,0.995, ETH,5447578.545, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0x587eed2e38b6468bf73b4193e057e2fb0f9bad69f31f3ec85191586428ac9bf0,18729503,1701892679,06/12/2023 19:57,Buy,0.995, ETH,5391368.536, SYNC,0.00000018,ETH per SYNC,Uniswap V2
0xe62f987c5731bace8e66db25976f28ab565b47be3f6275e06c9243f5e447cc58,18729504,1701892691,06/12/2023 19:58,Sell,4267513.285, SYNC,0.759886159, ETH,0.00000018,ETH per SYNC,Uniswap V2
0xdb9cc80619d73bf8eb4d836108c929c21965f0fe4df8b30c6867276ae7264f3c,18729505,1701892703,06/12/2023 19:58,Sell,2550716.64, SYNC,0.451281726, ETH,0.00000018,ETH per SYNC,Uniswap V2
0x6ed24b50ea22f8b58bce8543a59b615d689ce587de6124182cceaf0206753461,18729505,1701892703,06/12/2023 19:58,Sell,2565065.594, SYNC,0.451647459, ETH,0.00000018,ETH per SYNC,Uniswap V2
0x0d873d2c356d421c1029d54a61b3f60b2cd2deba8406c15971acbc8d6ac0bed4,18729506,1701892715,06/12/2023 19:58,Sell,32703750, SYNC,5.574150703, ETH,0.00000017,ETH per SYNC,Uniswap V2
0xa93fd364a24463b46155c8937f4b10ad4a050944b49256d8d254dcd0e3bda06f,18729508,1701892739,06/12/2023 19:58,Sell,423595.8, SYNC,0.070024946, ETH,0.00000017,ETH per SYNC,Uniswap V2
0x4f67ada5be8c0368cf01ea3431b45b35970ce24bc58df8b808ac3c6efc747fc2,18729508,1701892739,06/12/2023 19:58,Buy,0.03, ETH,180429.0531, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0x2699f37a7096092d1135b28dcbc21a27382486dfa58001a02530b31e0f3b7764,18729510,1701892763,06/12/2023 19:59,Sell,2256001.478, SYNC,0.372159103, ETH,0.00000016,ETH per SYNC,Uniswap V2
0xbc021018613bf6758ad6db9bd9fc7fd9df63afe0e58c2c38b7a65d9ccedcb5c4,18729511,1701892775,06/12/2023 19:59,Buy,0.14, ETH,844668.017, SYNC,0.00000017,ETH per SYNC,Uniswap V2
0x8b41cb18ad910406e75e4ada43c3feadfca4887a44a0dab946e1e2b6810aa144,18729514,1701892811,06/12/2023 20:00,Sell,29433375, SYNC,4.726989665, ETH,0.00000016,ETH per SYNC,Uniswap V2
0x9e2d59cc7bf1592bf1e9cf8f6d8d0d95d6a0bb5e3f8b96be315b252a6c8c722a,18729514,1701892811,06/12/2023 20:00,Buy,0.2, ETH,1269531.35, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x6397305b75b02c58006f7821a3000bb13e76c0d03e182dfb3865cf563793457c,18729514,1701892811,06/12/2023 20:00,Buy,0.15, ETH,950275.9146, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x644487ee9d88341c9d91a0be3abee741f9d6fbd75cdd6ee12b3beb9ec982e75d,18729515,1701892823,06/12/2023 20:00,Buy,0.05, ETH,316402.5642, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0x2d76fee59681db8b38087ca72d9f3ee4d7f9d78f4172f28ac57f13e2d072a08c,18729518,1701892859,06/12/2023 20:00,Sell,926101.7856, SYNC,0.145393801, ETH,0.00000016,ETH per SYNC,Uniswap V2
0xe2b78043c88948cd6264a5cd2722fc18a1d2a1cde8e4f7f57d9e571f43a84ce1,18729518,1701892859,06/12/2023 20:00,Buy,0.1, ETH,633309.2817, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0xcc0fb53c29f359645615e305a7ee6d58180b7878a6129ea10224ab35930358b3,18729519,1701892871,06/12/2023 20:01,Buy,0.2, ETH,1264487.34, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0xcea540ff031c14b9ea30bc6fc3b5926006f58c2ebc07026869e882eeb5dd5d96,18729520,1701892883,06/12/2023 20:01,Buy,0.5, ETH,3148843.62, SYNC,0.00000016,ETH per SYNC,Uniswap V2
0xe6153a8eadd2f2fbfb964a5c0fb4c7473fea2d2907043d1e81bc0f71b303fe73,18729521,1701892895,06/12/2023 20:01,Sell,23546700, SYNC,3.65073564, ETH,0.00000016,ETH per SYNC,Uniswap V2
0x0a62ab74fad32a89afcdfb770930b884491ed8d4c4d24e5da6764d30d14bfab4,18729523,1701892919,06/12/2023 20:01,Buy,0.05, ETH,327182.7573, SYNC,0.00000015,ETH per SYNC,Uniswap V2
0x800f995a11dbac4f370bb9a06110756a0b648fb05ef204a4138e3396dbef33e2,18729526,1701892955,06/12/2023 20:02,Sell,364491.8624, SYNC,0.055366162, ETH,0.00000015,ETH per SYNC,Uniswap V2
0x22db199391533f2a6e350507504722aadef71a09eed1e6c668745b3610e40717,18729532,1701893027,06/12/2023 20:03,Sell,80082240.15, SYNC,11.36955186, ETH,0.00000014,ETH per SYNC,Uniswap V2
0x029b69103fb68aeb87c2b05b4310f655afd79ef8116542e88163e0f16adecd88,18729532,1701893027,06/12/2023 20:03,Sell,560668.9102, SYNC,0.074373706, ETH,0.00000013,ETH per SYNC,Uniswap V2
0xff68ecdc301458f3bf43683f410de3b21b540e5bcda3c2dec2c43811c53f4a22,18729532,1701893027,06/12/2023 20:03,Sell,2002056.004, SYNC,0.265024264, ETH,0.00000013,ETH per SYNC,Uniswap V2
0xfaaecd052d5c8c6d2af1bccde2d828877ef8c32c16c84cfe598c424e645993e2,18729533,1701893039,06/12/2023 20:03,Sell,30030840.06, SYNC,3.87459426, ETH,0.00000013,ETH per SYNC,Uniswap V2
0x18575b8b19331ac4c511be172796941e0f71f6b26dcc693051651a0473998ac0,18729534,1701893051,06/12/2023 20:04,Sell,800822.4015, SYNC,0.100796521, ETH,0.00000013,ETH per SYNC,Uniswap V2
0x476e7bf1f166671ffdf882830c3380f9d6f068624a99c3098788001f0c0910c3,18729534,1701893051,06/12/2023 20:04,Sell,800822.4015, SYNC,0.100668772, ETH,0.00000013,ETH per SYNC,Uniswap V2
0x0513c7de0a0d6d5488a889094725056879cf2cab09bb7d9210ba5a5bb1ee4adf,18729536,1701893075,06/12/2023 20:04,Buy,0.1, ETH,790742.7695, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x1ed55dd60226ef3e915d16be05996aa35f5788da27a67fdef0fa9e05cb67fd8d,18729538,1701893099,06/12/2023 20:04,Buy,0.1, ETH,789750.8467, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x23b0e708f4032e8c4a1d89c8d3c2a52ba6601ffc516d0a1fb40222aba8c1b9ec,18729539,1701893111,06/12/2023 20:05,Buy,0.1, ETH,788760.79, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x3828476ea94201c0db96b49ae75ae277b980a65c3b93c3e3db2339c6d2b36013,18729539,1701893111,06/12/2023 20:05,Buy,0.15, ETH,1181289.455, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0xff3bfb95b88d38e7a1d35834b4ab45214d3ed09801c86ac05cac72a9108cbaf1,18729540,1701893123,06/12/2023 20:05,Buy,0.24875, ETH,1954089.4, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0xe2124bd0cb0e3089f5a1395c72da5187b004b5f78e880e3ce7010f814d37ecb6,18729540,1701893123,06/12/2023 20:05,Buy,0.2, ETH,1566723.655, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0xe4c44d91c2287d5fc61bd30d7c43769e496feb85a59db1506c70b50813dc4c1c,18729542,1701893147,06/12/2023 20:05,Sell,685557.6542, SYNC,0.088142358, ETH,0.00000013,ETH per SYNC,Uniswap V2
0x7cbd7c9402aa235eccb9faa4bf18e0670ccd38f2a2fda311ceb7c5c29ec52ccf,18729542,1701893147,06/12/2023 20:05,Buy,1, ETH,7775338.38, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0xc5cca514c5212911dbef85d7854105bb5e58c0bb48e0af25b60fd0e3fd0caaff,18729543,1701893159,06/12/2023 20:05,Buy,0.1, ETH,773070.5977, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0xd52fcfda988d5135ac733268e7a43fb3c3f718476e2d6db61838597c4b3900b5,18729544,1701893171,06/12/2023 20:06,Buy,0.199, ETH,1535561.031, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x8c7f39c7af46ff6d2a58cdcbbc4b8ed01b9e897c3118e22385b64b020f3085d1,18729546,1701893195,06/12/2023 20:06,Sell,3750000, SYNC,0.482216977, ETH,0.00000013,ETH per SYNC,Uniswap V2
0xdaca1cc654250fe3b235bb5671ad1052c9574b2c7028fae209ae63bab20d6a3d,18729546,1701893195,06/12/2023 20:06,Buy,0.15, ETH,1161908.562, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x1c77e5cc9b7a35400d60e3a6028e79250aca4e6efb997d196ad1c4a7bc7005a2,18729547,1701893207,06/12/2023 20:06,Buy,0.2985, ETH,2305772.669, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x0ce573fda4543ffc7f7b044242a6a4a4026abb59e3d6c187cafb59f648145aa9,18729550,1701893243,06/12/2023 20:07,Sell,2402467.205, SYNC,0.309517113, ETH,0.00000013,ETH per SYNC,Uniswap V2
0xd4e66fc8946bc55d7498a454c28ddc649f408a40420643911c8c5054c9bdbb9b,18729550,1701893243,06/12/2023 20:07,Buy,0.1, ETH,770544.7051, SYNC,0.00000013,ETH per SYNC,Uniswap V2
0x76bc0e7475561cd816d5d23416e99b28460e7cc189c492937c3870e32409a9d4,18729552,1701893267,06/12/2023 20:07,Sell,4004112.008, SYNC,0.513225566, ETH,0.00000013,ETH per SYNC,Uniswap V2
0x894ce72cf81a9e43df1437d6adf3841bda83594ad3b253e022a72a43e5092a22,18729554,1701893291,06/12/2023 20:08,Sell,18179437.5, SYNC,2.289522336, ETH,0.00000013,ETH per SYNC,Uniswap V2
0x49053f75e4a189788547aab863ae0dee35ed1034f927ae17bd8ac43b84e6acc8,18729554,1701893291,06/12/2023 20:08,Sell,1441480.323, SYNC,0.178738237, ETH,0.00000012,ETH per SYNC,Uniswap V2
0xbb1c8cac637b740145767db95792c69cfacd00c31c5e368ce60c392dc7ba8d57,18729555,1701893303,06/12/2023 20:08,Sell,4004112.008, SYNC,0.494379051, ETH,0.00000012,ETH per SYNC,Uniswap V2
